,specimen,num_amtl,age_at_death,age_sd,prob_male,genus,sockets,pop
329,MH1702,11,4.61069672,1.69965704,0.25,Homo sapiens,32,Sami
330,MH17264,2,2.7804026,0.352464829,0.25,Homo sapiens,31,Australian aboriginie
331,MH1860,2,3.86447049,1.18783346,0.25,Homo sapiens,16,Sami
332,MH1861,3,2.2418623,0.699594743,0.5,Homo sapiens,16,Sami
333,MH19776,0,3.85020685,0.656320224,0.5,Homo sapiens,32,Buriat
334,MH19777,0,2.1245438400000003,0.31661364999999997,0.25,Homo sapiens,16,Buriat
335,MH19782,0,2.7336013699999997,0.435423659,0.25,Homo sapiens,16,Buriat
336,MH19784,0,2.35294041,0.360915514,0.25,Homo sapiens,33,Buriat
337,MH19826,0,2.53499565,0.533816474,0.25,Homo sapiens,16,Yaghan
338,MH20325,1,2.68510328,0.358600079,0.75,Homo sapiens,32,Australian aboriginie
339,MH20326,0,3.2059041,0.443727895,0.5,Homo sapiens,16,Australian aboriginie
340,MH20912,0,2.64238986,0.5627457650000001,0.5,Homo sapiens,16,Ona
341,MH20913,0,3.2867550700000003,0.736905252,0.75,Homo sapiens,16,Yaghan
342,MH20914,0,2.42760145,0.504927738,0.25,Homo sapiens,16,Yaghan
343,MH22277,0,3.2,0.8300000000000001,0.5,Homo sapiens,15,Sami
344,MH22278,0,3.88182459,1.39148037,0.5,Homo sapiens,16,Sami
345,MH22280,0,3.7603459,1.34013855,0.75,Homo sapiens,16,Sami
346,MH22281,0,4.06404262,1.46850608,0.25,Homo sapiens,16,Sami
347,MH22282,0,3.51738852,1.2374796,0.25,Homo sapiens,16,Sami
348,MH22283,0,4.61069672,1.69965704,0.25,Homo sapiens,16,Sami
349,MH2283,0,1.8906304299999999,0.36143239,0.25,Homo sapiens,16,Fuegian
350,MH24592,0,4.468091299999999,1.05751031,0.25,Homo sapiens,24,Ona
351,MH24893,1,2.40333178,0.292732743,0.25,Homo sapiens,9,Khoi-San
352,MH24894,0,5.86886885,2.03446194,0.75,Homo sapiens,14,Sami
353,MH24934A,0,3.0381301400000003,0.49541643,0.25,Homo sapiens,16,Buriat
354,MH24934B,7,4.0,1.0,0.75,Homo sapiens,16,Buriat
355,MH24934C,14,5.5,1.5,0.75,Homo sapiens,16,Buriat
356,MH2896,0,2.21568264,0.26492640500000003,0.5,Homo sapiens,32,Khoi-San
357,MH3337,1,3.3493024599999996,0.338309356,0.75,Homo sapiens,16,Australian aboriginie
358,MH3616,1,3.3795043700000003,0.47226494900000004,0.75,Homo sapiens,32,Australian aboriginie
359,MH3619,0,2.2077025299999997,0.281636112,0.75,Homo sapiens,32,Tasmanien
360,MH3638,0,2.68510328,0.358600079,0.25,Homo sapiens,32,Tasmanien
361,MH4459,0,3.60500389,0.48683160699999994,0.75,Homo sapiens,32,Australian aboriginie
362,MH4460,4,3.2059041,0.443727895,0.25,Homo sapiens,32,Australian aboriginie
363,MH4665,0,2.3813028,0.309453499,0.25,Homo sapiens,32,Australian aboriginie
364,MH4763,2,2.2077025299999997,0.281636112,0.25,Homo sapiens,33,Australian aboriginie
365,MH4765,2,2.52000219,0.310683206,0.25,Homo sapiens,15,Australian aboriginie
366,MH4767,2,1.5567015,0.180774282,0.25,Homo sapiens,32,Tasmanien
367,MH5325,0,2.33790273,0.30247763499999997,0.75,Homo sapiens,16,Australian aboriginie
368,MH5327,0,2.59830314,0.344508735,0.25,Homo sapiens,16,Australian aboriginie
369,MH5328,0,2.94550369,0.401057301,0.25,Homo sapiens,16,Australian aboriginie
370,MH5329,2,2.42470287,0.316442127,0.25,Homo sapiens,32,Australian aboriginie
371,MH5330,0,1.73030178,0.206875973,0.25,Homo sapiens,32,Australian aboriginie
372,MH5563,6,5.1899999999999995,1.25,0.25,Homo sapiens,16,Khoi-San
373,MH8057,0,5.33956885,2.00797763,0.25,Homo sapiens,32,Sami
374,NMNH225025,0,3.7551766,1.64384771,0.5,Homo sapiens,16,Chucki
375,NMNH225028,0,3.8340085100000003,1.68483619,0.75,Homo sapiens,16,Chucki
376,NMNH225029,0,4.70115957,2.1358442799999997,0.25,Homo sapiens,16,Chucki
377,NMNH225032,12,5.5,1.5,0.75,Homo sapiens,14,Chucki
378,NMNH226086,12,3.4663045099999996,0.486555727,0.75,Homo sapiens,31,Australian aboriginie
379,NMNH226087,0,2.16430246,0.274721254,0.5,Homo sapiens,16,Australian aboriginie
380,NMNH226088,0,4.11,1.0,0.5,Homo sapiens,12,Australian aboriginie
381,NMNH226089,0,1.6435016399999998,0.19372066599999999,0.5,Homo sapiens,32,Australian aboriginie
382,NMNH226090,1,1.90390205,0.23367169200000001,0.25,Homo sapiens,31,Australian aboriginie
383,NMNH226092,14,5.5,1.5,0.25,Homo sapiens,16,Australian aboriginie
384,NMNH227455,0,1.16610089,0.126803942,0.5,Homo sapiens,32,Australian aboriginie
385,NMNH258483,0,2.53320304,0.333964284,0.25,Homo sapiens,32,Australian aboriginie
386,NMNH278701,19,2.83511096,0.45539103599999997,0.25,Homo sapiens,32,Buriat
387,NMNH278702,12,2.22605342,0.336255085,0.25,Homo sapiens,31,Buriat
388,NMNH278703,6,4.0,1.0,0.25,Homo sapiens,29,Buriat
389,NMNH278704,0,1.74388288,0.243978021,0.25,Homo sapiens,32,Buriat
390,NMNH278705,28,5.5,1.5,0.25,Homo sapiens,32,Buriat
391,NMNH278706,6,3.0127527400000003,0.49040738800000006,0.5,Homo sapiens,32,Buriat
392,NMNH278707,7,2.78435616,0.445403148,0.75,Homo sapiens,32,Buriat
393,NMNH278708,0,2.02303425,0.297066069,0.25,Homo sapiens,32,Buriat
394,NMNH278709,16,1.71850548,0.23921610000000001,0.25,Homo sapiens,30,Buriat
395,NMNH278710,0,2.0991664400000003,0.311717264,0.5,Homo sapiens,32,Buriat
396,NMNH278711,2,3.3426589,0.555632114,0.5,Homo sapiens,31,Buriat
397,NMNH278712,3,3.1613917799999998,0.47090129999999997,0.25,Homo sapiens,30,Buriat
398,NMNH278713,0,1.71850548,0.23921610000000001,0.25,Homo sapiens,31,(Buriat) Chinese?
399,NMNH278716,0,1.87076986,0.267965585,0.5,Homo sapiens,32,Buriat
400,NMNH283606,0,2.7589787699999997,0.440412318,0.75,Homo sapiens,32,Buriat
401,NMNH283607,28,5.5,1.5,0.75,Homo sapiens,28,Buriat
402,NMNH283609a,0,2.98737534,0.48539991899999996,0.75,Homo sapiens,32,Buriat
403,NMNH283613,0,2.53058219,0.395602419,0.75,Homo sapiens,32,Buriat
404,NMNH283615,1,4.0,1.0,0.75,Homo sapiens,32,Buriat
405,NMNH329778,0,1.86050198,0.226921034,0.25,Homo sapiens,33,Australian aboriginie
406,NMNH329779,2,4.01730454,0.55467185,0.75,Homo sapiens,32,Australian aboriginie
407,NMNH330604,0,2.14260243,0.271270581,0.75,Homo sapiens,32,Australian aboriginie
408,NMNH330605,2,4.0,1.0,0.75,Homo sapiens,13,Australian aboriginie
409,NMNH330606,3,4.0,1.0,0.25,Homo sapiens,14,Australian aboriginie
410,NMNH330607,3,3.4748036900000003,0.46547713799999996,0.5,Homo sapiens,8,Australian aboriginie
411,NMNH331242,2,3.140804,0.43304368699999995,0.75,Homo sapiens,32,Australian aboriginie
412,NMNH331243,0,3.90880437,0.53679133,0.75,Homo sapiens,32,Australian aboriginie
413,NMNH344711,2,3.31440427,0.461556224,0.75,Homo sapiens,32,Australian aboriginie
414,NMNH344712,0,2.40300284,0.312946271,0.5,Homo sapiens,30,Australian aboriginie
415,NMNH344713,2,3.3795043700000003,0.47226494900000004,0.25,Homo sapiens,16,Australian aboriginie
416,NMNH344714,0,2.9889037600000004,0.408156052,0.25,Homo sapiens,32,Australian aboriginie
417,NMNH344715,2,3.24930417,0.45085615600000006,0.25,Homo sapiens,32,Australian aboriginie
418,NMNH350096,0,3.6399047799999997,0.51517561,0.75,Homo sapiens,32,Australian aboriginie
419,NMNH350097,0,2.68510328,0.358600079,0.75,Homo sapiens,32,Australian aboriginie
420,NMNH350098,0,2.46086959,0.322275136,0.75,Homo sapiens,32,Australian aboriginie
421,NMNH380429,26,2.7417015,0.252520843,0.75,Homo sapiens,31,Australian aboriginie
422,NMNH380430,9,2.9889037600000004,0.408156052,0.25,Homo sapiens,32,Australian aboriginie
423,NMNH380431,23,5.1899999999999995,1.25,0.75,Homo sapiens,32,Australian aboriginie
424,NMNH380447,3,2.33790273,0.30247763499999997,0.75,Homo sapiens,32,Australian aboriginie
425,NMNH380448,0,1.57840154,0.183988868,0.25,Homo sapiens,32,Australian aboriginie
426,NMNH380449,1,2.5259697,0.332794049,0.75,Homo sapiens,16,Australian aboriginie
427,NMNH380450,1,2.85870355,0.386877709,0.75,Homo sapiens,16,Australian aboriginie
428,NMNH380451,2,3.8220042399999996,0.522500246,0.75,Homo sapiens,17,Australian aboriginie
429,NMNH380452,0,3.11910396,0.42948457500000004,0.75,Homo sapiens,16,Australian aboriginie
430,NMNH380453,0,3.2276041300000005,0.447291497,0.75,Homo sapiens,32,Australian aboriginie
431,NMNH380464,0,3.3795043700000003,0.47226494900000004,0.75,Homo sapiens,32,Australian aboriginie
432,NMNH380466,0,3.7267049200000004,0.529502645,0.25,Homo sapiens,24,Australian aboriginie
433,PMN1389,0,2.85870355,0.386877709,0.75,Homo sapiens,16,Australian aboriginie
434,PMN1390,0,2.33790273,0.30247763499999997,0.25,Homo sapiens,32,Australian aboriginie
435,PMN1496,0,2.59830314,0.344508735,0.75,Homo sapiens,16,Australian aboriginie
436,PMN1497,0,2.5115030099999998,0.33045443900000004,0.75,Homo sapiens,16,Australian aboriginie
437,PMN3064,0,2.33790273,0.30247763499999997,0.75,Homo sapiens,15,Australian aboriginie
438,PMN3064A,0,3.77860417,0.515359486,0.75,Homo sapiens,32,Australian aboriginie
439,PMN3065,0,2.82850164,0.264088713,0.5,Homo sapiens,16,Australian aboriginie
440,PMN7459,5,2.55490307,0.33747666600000004,0.75,Homo sapiens,32,Australian aboriginie
441,UCD2(1)b,0,3.7713228899999995,0.51293812,0.5,Homo sapiens,23,Native Californian
442,UCD2(10.1)b,5,3.7330602399999995,0.506666429,0.5,Homo sapiens,31,Native Californian
443,UCD2(16)b,1,3.6947975900000003,0.500397466,0.5,Homo sapiens,32,Native Californian
444,UCD2(2)b,0,2.59155783,0.342374303,0.5,Homo sapiens,30,Native Californian
445,UCD2(3a)b,1,4.03916145,0.556908606,0.5,Homo sapiens,30,Native Californian
446,UCD2(6)b,0,3.61827229,0.487868148,0.5,Homo sapiens,32,Native Californian
447,UCD2(8)b,5,4.03916145,0.556908606,0.5,Homo sapiens,32,Native Californian
448,UCD2(L-23-1)b,1,3.38869639,0.45035765899999997,0.5,Homo sapiens,33,Native Californian
449,UVS1,0,2.21568264,0.26492640500000003,0.75,Homo sapiens,32,Khoi-San
450,UVS10,0,2.4783914400000002,0.30392791799999996,0.75,Homo sapiens,32,Khoi-San
451,UVS101,0,2.17815281,0.25940161100000003,0.25,Homo sapiens,32,Khoi-San
452,UVS102,0,2.70357042,0.337708808,0.25,Homo sapiens,32,Khoi-San
453,UVS104,0,2.17815281,0.25940161100000003,0.75,Homo sapiens,32,Khoi-San
454,UVS105,5,4.113749390000001,0.43253829499999996,0.25,Homo sapiens,27,Khoi-San
455,UVS119,0,2.17815281,0.25940161100000003,0.75,Homo sapiens,16,Khoi-San
456,UVS12,0,2.85368973,0.36036166199999997,0.75,Homo sapiens,16,Khoi-San or bushman half-caste
457,UVS125,30,3.47,0.78,0.25,Homo sapiens,32,Khoi-San
458,UVS142,0,1.76532469,0.19980757799999999,0.25,Homo sapiens,32,Khoi-San
459,UVS2,0,2.85368973,0.36036166199999997,0.25,Homo sapiens,32,Khoi-San
460,UVS22,11,2.44086161,0.298325724,0.75,Homo sapiens,32,Khoi-San
461,UVS24,2,2.8161598999999997,0.35468995200000003,0.75,Homo sapiens,29,Khoi-San
462,UVS28,6,3.47,0.78,0.25,Homo sapiens,15,Khoi-San
463,UVS29,0,1.9529738399999998,0.226582834,0.75,Homo sapiens,32,Khoi-San or bushman half-caste
464,UVS3,0,2.66604059,0.332060722,0.75,Homo sapiens,32,Khoi-San
465,UVS34,0,2.70357042,0.337708808,0.5,Homo sapiens,16,Khoi-San or bushman half-caste
466,UVS38,0,2.3282721299999998,0.28157661100000003,0.25,Homo sapiens,32,Khoi-San
467,UVS40,0,2.8575721300000003,0.349137561,0.25,Homo sapiens,32,Khoi-San
468,UVS42,0,2.3282721299999998,0.28157661100000003,0.75,Homo sapiens,16,Khoi-San
469,UVS45,20,3.94,0.9099999999999999,0.25,Homo sapiens,28,Khoi-San
470,UVS46,0,1.6902650399999999,0.189297439,0.25,Homo sapiens,32,Khoi-San
471,UVS49,1,2.74110024,0.34336324399999996,0.25,Homo sapiens,33,Khoi-San or bushman half-caste
472,UVS52,0,3.11639853,0.400197497,0.25,Homo sapiens,32,Khoi-San or bushman half-caste
473,UVS55,24,3.05,0.96,0.25,Homo sapiens,27,Khoi-San or bushman half-caste
474,UVS56,27,4.11,1.0,0.25,Homo sapiens,30,Khoi-San or bushman half-caste
475,UVS57,2,2.21568264,0.26492640500000003,0.25,Homo sapiens,32,Khoi-San or bushman half-caste
476,UVS58,0,2.40333178,0.292732743,0.25,Homo sapiens,16,Khoi-San or bushman half-caste
477,UVS59,0,1.87791418,0.21579761,0.25,Homo sapiens,32,Khoi-San or bushman half-caste
478,UVS60,0,2.17815281,0.25940161100000003,0.25,Homo sapiens,16,Khoi-San or bushman half-caste
479,UVS62,0,1.9529738399999998,0.226582834,0.25,Homo sapiens,16,Khoi-San or bushman half-caste
480,UVS63,10,2.89121956,0.366038599,0.25,Homo sapiens,32,Khoi-San or bushman half-caste
481,UVS67,1,2.51592127,0.309538823,0.75,Homo sapiens,32,Khoi-San or bushman half-caste
482,UVS68,0,1.76532469,0.19980757799999999,0.75,Homo sapiens,32,Khoi-San or bushman half-caste
483,UVS76,0,2.21568264,0.26492640500000003,0.75,Homo sapiens,32,Khoi-San or bushman half-caste
